numero_registro;denominacion;plazas_autorizadas_numero;plazas_descripcion;tipologia;subtipo;sector;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_coor_x;direccion_coor_y;direccion_codigo_postal;contacto_telefono;entidad_denominacion;entidad_cif;entidad_naturaleza
C3063;AMAVIR ARGANZUELA, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;01924;de Embajadores;211;441511;4470836;28045;915062356;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3064;AMAVIR ARGANZUELA, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;01924;de Embajadores;211;441511;4470836;28045;917817605;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3066;"CENTRO DE REHABILITACION PSICOSOCIAL ""SAN FERNANDO DE HENARES""";80;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;130;San Fernando de Henares;CALLE;00043;Jardín;28;455130;4475138;28830;91 673 44 70 / 71;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3067;CENTRO DE DIA VIVEDIA PERSONAS MAYORES;52;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;03540;de Luis Usera;4;440052;4470194;28026;914766831;VIVEDIA TERCERA EDAD, S.L.;B83862359;PRIVADA CON ÁNIMO DE LUCRO
C3074;AMAVIR COLMENAR, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;045;Colmenar Viejo;CALLE;A0277;de la Mosquilona;65;434157;4501797;28770;918 459 808;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3075;AMAVIR COLMENAR, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;045;Colmenar Viejo;CALLE;A0277;de la Mosquilona;65;434157;4501797;28770;918459808;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3076;MONTEHERMOSO, CENTRO DE DIA;50;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;06735;del Doctor Blanco Nájera;6;436941;4473419;28011;915267585;MONTE HERMOSO, S.A.;A28210771;PRIVADA CON ÁNIMO DE LUCRO
C3077;ALGETE, RESIDENCIA PERSONAS MAYORES;104;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;009;Algete;CALLE;00565;de Luis de Góngora;2;457703;4494563;28110;916289357;SERVICIOS SANITARIOS Y SOCIALES GALDAMA, S.L.;B82370446;PRIVADA CON ÁNIMO DE LUCRO
C3082;CENTRO DE REHABILITACION PSICOSOCIAL y CENTROS DE DIA BENITO MENNI;100;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;013;Aranjuez;CALLE;A0125;Juan Bautista de Toledo;14;;;28300;918754930;HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL;R2800745H;PRIVADA SIN ÁNIMO DE LUCRO
C3083;EDUMAR, RESIDENCIA DE PERSONAS MAYORES;28;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;144;Soto del Real;CMNO;A0015;Navalafuente;4;433969;4512234;28791;91 847 78 92;RESIDENCIA EDUMAR, S.L.;B83612309;PRIVADA CON ÁNIMO DE LUCRO
C3085;MONTEHERMOSO CERCEDILLA, RESIDENCIA DE PERSONAS MAYORES;159;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;038;Cercedilla;CTRA;00513;de Camorritos;S/N;;;28470;605906615/918522550;MONTE HERMOSO, S.A.;A28210771;PRIVADA CON ÁNIMO DE LUCRO
C3086;VIRGEN LLANA, RESIDENCIA DE PERSONAS MAYORES;11;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;05663;de Santa Tecla;24;447881;4477083;28022;616 49 00 02;SERINALMA, S.L.;B84717032;PRIVADA CON ÁNIMO DE LUCRO
C3089;CASA VIRGEN DE LA ALMUDENA;25;Plazas totales;CENTROS DE ACOGIDA;CENTROS DE MUJERES MALTRATADAS;Mujer;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;CASA VIRGEN DE LA ALMUDENA;R7900079J;PRIVADA SIN ÁNIMO DE LUCRO
C3096;FUNDACION JUAN XXIII RONCALLI, CENTRO OCUPACIONAL;185;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;AVDA;45839;de la Gran Vía del Este;1;449487;4472658;28032;914137349;FUNDACION JUAN XXIII RONCALLI, PARA LA DISCAPACIDAD INTELECTUAL;G78280880;PRIVADA SIN ÁNIMO DE LUCRO
C3098;CEPRI LA PEINETA, RESIDENCIA;19;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;CALLE;45404;de Zurich;41;448771;4474892;28022;913135856;ASOCIACION PARA LA INVESTIGACION Y EL ESTUDIO DE LA DEFICIENCIA MENTAL (CEPRI);G28719847;PRIVADA SIN ÁNIMO DE LUCRO
C3103;CENTRO OCUPACIONAL NELSON MANDELA;110;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;049;Coslada;AVDA;A0178;de Madrid;2;453980;4474839;28820;91 671 01 08;ASOCIACION POR LA INTEGRACION E IGUALDAD DEL MINUSVALIDO PSIQUICO;G78331162;PRIVADA SIN ÁNIMO DE LUCRO
C3106;RESIDENCIA LA PINARILLA;76;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;051;Chapinería;CALLE;90163;Ventorro;4;397426;4470934;28694;918650688;RESIDENCIA GERIÁTRICA EDELWEISS, S.L.;B83375774;PRIVADA CON ÁNIMO DE LUCRO
C3112;SAN FERMIN, CENTRO DE DIA;40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;AVDA;05433;de San Fermín;15;441368;4469225;28041;;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3113;VILLAVICIOSA DE ODON, CENTRO DE DIA;30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;181;Villaviciosa de Odón;PASEO;A0234;Monte de la Villa;S/N;;;28670;91 616 73 18;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3116;AMAVIR ALCORCON, CENTRO DE DIA  (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;007;Alcorcón;CALLE;00940;Gabriela Mistral;4;429668;4465324;28922;91 512 72 00;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3117;AMAVIR ALCORCON, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;007;Alcorcón;CALLE;00940;Gabriela Mistral;4;429668;4465324;28922;915127200;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3118;RESIDENCIA PARA DISCAPACITADOS PSÍQUICOS DE ARANJUEZ;48;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;013;Aranjuez;CALLE;C0036;Regajal;5;448081;4430638;28300;91 809 01 86;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3119;CENTRO DE DÍA DE DISCAPACITADOS PSÍQUICOS DE ARANJUEZ;60;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;013;Aranjuez;CALLE;C0036;Regajal;5;448081;4430638;28300;918090186;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3124;ALARCON, RESIDENCIA DE PERSONAS MAYORES;30;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;115;Pozuelo de Alarcón;CALLE;A0132;Caridad;34;;;28224;913510918;RESTUDMON, S.L.;B83532853;PRIVADA CON ÁNIMO DE LUCRO
C3127;NUESTRA SEÑORA DEL PILAR COLLADO MEDIANO, RESIDENCIA PERSONAS MAYORES;31;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;046;Collado Mediano;CALLE;;Sotogrande de Abajo;11;;;28450;918406833;FUNDACIÓN SUMMA HUMANITATE;G84657295;PRIVADA SIN ÁNIMO DE LUCRO
C3128;BARAJAS, RESIDENCIA;60;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;CALLE;20153;de Zaorejas;16;453133;4478002;28042;91 747 33 11;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3129;ANGEL DE LA GUARDA, RESIDENCIA;51;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;AVDA;01663;de Daroca;60;444644;4475598;28017;914047504;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3130;REINA SOFIA PD, CENTRO DE DIA;11;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;133;San Martín de Valdeiglesias;CALLE;00745;de San Martín;13;380890;4469170;28680;918610897;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3131;ANGEL DE LA GUARDA, CENTRO DE DIA;61;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;AVDA;01663;de Daroca;60;444644;4475598;28017;914047504;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3132;CIUDAD LINEAL, RESIDENCIA;40;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;CALLE;03196;de Josefa Valcarcel;1;444950;4477691;28027;917422201;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3133;ALBERTIA MORATALAZ, CENTRO DE DIA;60;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;04590;de la Hacienda de Pavones;261;446485;4472328;28030;913246800;ALBERTIA SERVICIOS SOCIOSANITARIOS S.A.;A99327686;PRIVADA CON ÁNIMO DE LUCRO
C3134;ALBERTIA MORATALAZ, RESIDENCIA DE PERSONAS MAYORES;335;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;04590;de la Hacienda de Pavones;261;446485;4472328;28030;913246800;ALBERTIA SERVICIOS SOCIOSANITARIOS S.A.;A99327686;PRIVADA CON ÁNIMO DE LUCRO
C3139;CAMP MIRASIERRA, CENTRO DE DIA;21;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;CALLE;07756;de La Maso;40;439469;4482277;28034;91.739.87.00;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3141;DOS DE MAYO, CENTRO DE DIA;31;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;CALLE;10798;de Oña;1;443278;4482219;28050;91 383 99 27 / 89 62 / 97 11/83 93;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3142;CAMP GETAFE, CENTRO DE DIA;20;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;065;Getafe;VREDA;A0147;del Camuerzo;2;436896;4461355;28905;91 665 37 70;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C3143;CEDEL, RESIDENCIA;18;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;127;Rozas de Madrid, Las;AVDA;02768;de los Barrancos;5;423674;4489775;28290;916306400;FUNDACIÓN CEDEL;G84721620;PRIVADA SIN ÁNIMO DE LUCRO
C3144;CENTRO DE DIA NUESTRA SEÑORA DE BUTARQUE;70;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;074;Leganés;CALLE;A0118;Delco;10;435465;4463367;28914;91 693 85 13;CENTRO DE ASISTENCIA MEDICO GERIATRICO, S.A.;A28886554;PRIVADA CON ÁNIMO DE LUCRO
C3145;NUESTRA SEÑORA DE BUTARQUE, RESIDENCIA PERSONAS MAYORES;180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;074;Leganés;CALLE;A0118;Delco;10;435465;4463367;28914;916 938 513;CENTRO DE ASISTENCIA MEDICO GERIATRICO, S.A.;A28886554;PRIVADA CON ÁNIMO DE LUCRO
C3146;CENTRO DE DIA NUESTRA SEÑORA DEL CAMINO;40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;CALLE;11926;de Dionisio Inca Yupanqui;17;446396;4479220;28043;913004241;FUNDACION NUESTRA SEÑORA DEL CAMINO;G28781722;PRIVADA SIN ÁNIMO DE LUCRO
C3148;CENTRO OCUPACIONAL APADEMA;80;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;CALLE;04194;de Moralzarzal;73;439380;4482999;28034;917364169;ASOCIACION DE PADRES PARA LA PROMOCION Y ATENCION AL DEFICIENTE MENTAL ADULTO (APADEMA);G28907228;PRIVADA SIN ÁNIMO DE LUCRO
C3149;RAFAEL ALBERTI, RESIDENCIA DE PERSONAS MAYORES;100;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;04839;de los Pirineos;55;439047;4478337;28040;911440634;COLEGIO DE HUERFANOS FERROVIARIOS;G28255958;PRIVADA SIN ÁNIMO DE LUCRO
C3150;"CENTRO INFANTIL DE TERAPIA ""MARÍA ISABEL ZULUETA""";60;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;079;Madrid;CALLE;00963;de los Caídos de la División Azul;15;442960;4479801;28016;913105364;FUNDACION SINDROME DE DOWN DE MADRID;G81854283;PRIVADA SIN ÁNIMO DE LUCRO
C3151;PISO TUTELADO GUETARIA-WALK;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;079;Madrid;CALLE;02666;de Guetaria;77;439281;4468656;28041;914282626;WALK REHABILITACIÓN Y DESARROLLO INTEGRAL S.L.;B83119834;PRIVADA CON ÁNIMO DE LUCRO
C3152;PISO SUPERVISADO II DE LA RESIDENCIA ALCALÁ DE HENARES;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;005;Alcalá de Henares;CALLE;A0501;Nuestra Señora del Pilar;38;468129;4480162;28803;918881804;FUNDACIÓN MANANTIAL;G81237257;PRIVADA SIN ÁNIMO DE LUCRO
C3158;CENTRO DE DIA PARA MAYORES SANIVIDA LATINA;58;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;08114;del Doctor Blanco Soler;20;434831;4470481;28044;91 710 79 80;SANIVIDA, S.L.;B83649632;PRIVADA CON ÁNIMO DE LUCRO
C3161;FRATER MADRID, CENTRO DE REHABILITACION;30;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE RECUPERACIÓN;Personas con discapacidad física;079;Madrid;CALLE;04189;del Montserrat;30;439837;4475500;28015;91 541 43 97;FRATERNIDAD CRISTIANA MATRITENSE DE ENFERMOS Y MINUSVALIDOS ( FRATER MADRID );G79591699;PRIVADA SIN ÁNIMO DE LUCRO
C3162;AFAP PEDREZUELA,RESIDENCIA;48;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con enfermedad mental crónica;108;Pedrezuela;CTRA;00169;de Guadalix;2,0;448135;4513045;28723;918433416/918683196;ASOCIACION DE FAMILIARES DE ADULTOS CON PROBLEMAS DE PERSONALIDAD (AFAP);G81295768;PRIVADA SIN ÁNIMO DE LUCRO
C3166;LOS ROSALES DE VALDETORRES, RESIDENCIA DE PERSONAS MAYORES;34;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;164;Valdetorres de Jarama;CALLE;00272;Tarragona;5;456506;4505603;28150;;RESIDENCIA TERCERA EDAD LOS ROSALES DE VALDETORRES DEL JARAMA, S.L.;B19194505;PRIVADA CON ÁNIMO DE LUCRO
C3167;CENTRO DE DIA LA ATALAYA DE MOSTOLES;33;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;092;Móstoles;CALLE;A0200;Larra;17;425147;4463931;28935;689 446 464 / 912363229;LA ATALAYA CENTRO DE DÍA PARA LA ATENCIÓN A PERSONAS MAYORES, S.L.;B83825364;PRIVADA CON ÁNIMO DE LUCRO
C3169;CENTRO DE ATENCIÓN TEMPRANA Y TRATAMIENTOS ASPRODICO;40;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;045;Colmenar Viejo;CALLE;A0041;de los Batanes;4;434213;4501607;28770;918 453 276/609 013  794;ASOCIACIÓN PRO-DISCAPACITADOS INTELECTUALES DE COLMENAR VIEJO (ASPRODICO);G78947702;PRIVADA SIN ÁNIMO DE LUCRO
C3170;CENTRO DE DIA CARAMUEL;50;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;01080;de Caramuel;64;438074;4473321;28011;;CENTRO DE DÍA CARAMUEL, S.L.;B84086545;PRIVADA CON ÁNIMO DE LUCRO
C3172;RESIDENCIA APADEMA;44;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;CALLE;04194;de Moralzarzal;73;439380;4482999;28034;917364169;ASOCIACION DE PADRES PARA LA PROMOCION Y ATENCION AL DEFICIENTE MENTAL ADULTO (APADEMA);G28907228;PRIVADA SIN ÁNIMO DE LUCRO
C3174;ORPEA EL ESCORIAL, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;131;San Lorenzo de El Escorial;CALLE;C0007;Luis Cervera Vera;1;404247;4495389;28200;91 899 73 04;SANYRES SUR, S.L.;B14601413;PRIVADA CON ÁNIMO DE LUCRO
C3175;ORPEA EL ESCORIAL, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;131;San Lorenzo de El Escorial;CALLE;C0007;Luis Cervera Vera;1;404247;4495389;28200;91 899 73 04;SANYRES SUR, S.L.;B14601413;PRIVADA CON ÁNIMO DE LUCRO
C3176;BALLESOL LATINA, CENTRO DE DIA  (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;45019;de la Casuarina;4;435108;4470367;28044;91 328 70 70;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO
C3177;BALLESOL LATINA, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;45019;de la Casuarina;4;435108;4470367;28044;91 328 70 70;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO
C3179;AFANIAS LA ENCINA, CENTRO OCUPACIONAL;100;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;092;Móstoles;CALLE;10150;Puerto Guadarrama;62;425960;4467139;28933;916166862;AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL;G28303790;PRIVADA SIN ÁNIMO DE LUCRO
C3183;DOMUSVI CIUDAD DE MOSTOLES, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;092;Móstoles;CALLE;10164;Río Segura;29;425303;4462540;28935;91 648 01 46;SAR RESIDENCIAL Y ASISTENCIAL, S.A.U.;A79059085;PRIVADA CON ÁNIMO DE LUCRO
C3184;DOMUSVI CIUDAD DE MOSTOLES, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;092;Móstoles;CALLE;10164;Río Segura;29;425303;4462540;28935;91 648 01 46;SAR RESIDENCIAL Y ASISTENCIAL, S.A.U.;A79059085;PRIVADA CON ÁNIMO DE LUCRO
C3187;"CENTRO DE DIA PARA LA ATENCIÓN AL FUNCIONAMIENTO DE PERSONAS CON PATOLOGÍA DUAL ""PARDO-VALCARCE""";30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;CALLE;45945;de Monasterio de Las Huelgas;15;439939;4483772;28049;91 735 57 90;FUNDACION CARMEN PARDO VALCARCE;G79571014;PRIVADA SIN ÁNIMO DE LUCRO
C3188;CENTRO DE DIA WALK;36;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con enfermedad mental crónica;079;Madrid;CALLE;02426;de Gainza;307;439125;4468612;28041;914282626;WALK REHABILITACIÓN Y DESARROLLO INTEGRAL S.L.;B83119834;PRIVADA CON ÁNIMO DE LUCRO
C3189;CENTRO RESIDENCIAL SINODO 2005;264;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Conjunto de la población;079;Madrid;CALLE;09133;del Cerro de la Mica;1;436885;4472227;28047;;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO
C3190;PISO TUTELADO DE ACOGIDA NATIVIDAD;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Familia;079;Madrid;CALLE;04246;de Nador;1;441015;4480391;28029;91 449 06 90;FUNDACION MADRINA;G82875253;PRIVADA SIN ÁNIMO DE LUCRO
C3191;VALLE DE LA OLIVA, RESIDENCIA DE PERSONAS MAYORES;130;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;080;Majadahonda;CALLE;00125;Manuel de Falla;35;426349;4478055;28220;916799963;ALBERTIA SERVICIOS SOCIOSANITARIOS SLU- FUNDACION RAMON REY ARDID, UTE III;U87023271;PRIVADA CON ÁNIMO DE LUCRO
C3195;CENTRO OCUPACIONAL ESFERA;90;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;074;Leganés;AVDA;A0323;de los Pinos;14;434238;4463834;28914;914987154;FUNDACION ESFERA;G78316312;PRIVADA SIN ÁNIMO DE LUCRO
C3196;CENTRO DE DIA SINODO 2005;37;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Familia;079;Madrid;CALLE;09133;del Cerro de la Mica;1;436885;4472227;28047;;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO
C3200;CENTRO MULTIFUNCIONAL MARIO BENEDETTI MUNICIPAL  DE SAN FERNANDO DE HENARES;90;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;130;San Fernando de Henares;AVDA;A0023;Jean Paul Sartre;3;455792;4473914;28830;916740014;AYUNTAMIENTO DE SAN FERNANDO DE HENARES;P2813000C;PÚBLICA
C3201;HOGAR DE JUBILADOS MUNICIPAL DE SANTORCAZ;33;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;136;Santorcaz;PLAZA;00036;de la Constitución;5;480227;4480230;28818;91-884-00-01;AYUNTAMIENTO DE SANTORCAZ;P2813600J;PÚBLICA
C3203;CENTRO MUNICIPAL DE MAYORES RAMON RUBIAL;600;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;058;Fuenlabrada;CALLE;A0288;Majadahonda;5;432307;4459982;28945;91 685 65 78;AYUNTAMIENTO DE FUENLABRADA;P2805800F;PÚBLICA
C3205;RESIDENCIA HOGARES TERAPEUTICOS NUEVO HORIZONTE;28;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;127;Rozas de Madrid, Las;CALLE;02251;de la Comunidad de Madrid;43;425353;4482755;28230;91 637 74 55;ASOCIACION NUEVO HORIZONTE;G28634772;PRIVADA SIN ÁNIMO DE LUCRO
C3207;RESIDENCIA DEL LESIONADO MEDULAR MIGUEL ANGEL GARCIA OCA;74;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad física;079;Madrid;CMNO;06206;de Valderribas;115;444322;4471758;28038;91 777 55 44;FUNDACION DEL LESIONADO MEDULAR;G81842130;PRIVADA SIN ÁNIMO DE LUCRO
